id,last_step,country,gender,age,created_at
150465,completed_profile,Albania,woman,21-25,2021-01-19T17:45:34.07
150466,submitted_program_schedule,Argentina,woman,26-30,2021-01-19T17:49:06.447
150467,unlocked_challenges,United Kingdom,woman,31-35,2021-01-19T17:50:43.275
150468,submitted_check_in_form,Uganda,man,21-25,2021-01-19T17:55:17.881
150469,completed_profile,Chile,man,26-30,2021-01-19T17:55:51.214
150470,unlocked_challenges,Albania,man,21-25,2021-01-19T18:00:31.159
150471,completed_profile,Trinidad and Tobago,woman,26-30,2021-01-19T18:04:05.199
150472,submitted_equipment,Bosnia and Herzegovina,woman,21-25,2021-01-19T18:06:39.456
150473,submitted_english_level,Cote d Ivoire,man,26-30,2021-01-19T18:11:16.897
150474,completed_profile,El Salvador,man,26-30,2021-01-19T18:16:16.023
150475,is_under_18,United States,man,under-18,2021-01-19T18:17:38.196
150476,completed_profile,Antigua and Barbuda,woman,21-25,2021-01-19T18:18:14.618
150477,completed_profile,Honduras,woman,26-30,2021-01-19T18:20:45.294
150478,completed_profile,Hungary,man,21-25,2021-01-19T18:28:28.902
150479,completed_profile,Brazil,man,21-25,2021-01-19T18:31:13.148
150480,completed_profile,Honduras,woman,21-25,2021-01-19T18:42:10.276
150481,submitted_equipment,Trinidad and Tobago,woman,21-25,2021-01-19T18:42:57.566
150482,completed_profile,Colombia,woman,21-25,2021-01-19T19:08:39.989
150483,submitted_equipment,Ecuador,man,31-35,2021-01-19T19:08:42.221
150484,submitted_program_schedule,Jamaica,woman,21-25,2021-01-19T19:12:43.595
150485,submitted_equipment,El Salvador,woman,21-25,2021-01-19T19:14:25.029
150486,completed_profile,Somalia,man,21-25,2021-01-19T19:26:07.058
150487,completed_challenges,Brazil,woman,21-25,2021-01-19T19:26:12.336
150488,completed_profile,Nigeria,man,26-30,2021-01-19T19:30:25.115
150489,signed_up,,,,2021-01-19T19:31:28.438
150490,submitted_equipment,Romania,man,21-25,2021-01-19T19:31:38.776
150491,completed_challenges,Peru,woman,26-30,2021-01-19T19:33:12.335
150492,completed_profile,Haiti,man,21-25,2021-01-19T19:41:38.589
150493,signed_up,,,,2021-01-19T19:45:27.577
150494,submitted_check_in_form,Nigeria,man,21-25,2021-01-19T19:46:19.593
150495,completed_profile,Mexico,man,21-25,2021-01-19T19:48:26.388
150496,submitted_check_in_form,Jersey,man,21-25,2021-01-19T20:00:16.714
150497,completed_profile,Italy,woman,21-25,2021-01-19T20:08:09.66
150498,completed_profile,Romania,man,21-25,2021-01-19T20:09:28.469
150499,completed_profile,Trinidad and Tobago,woman,26-30,2021-01-19T20:15:57.858
150500,completed_profile,Jamaica,woman,21-25,2021-01-19T20:21:12.928
150501,completed_profile,Jordan,woman,26-30,2021-01-19T20:35:35.614
150502,completed_profile,Sierra Leone,man,21-25,2021-01-19T20:39:42.866
150503,completed_profile,Somalia,man,21-25,2021-01-19T20:41:56.894
150504,no_financial_support,Greece,man,26-30,2021-01-19T20:43:56.997
150505,unlocked_challenges,Nicaragua,man,21-25,2021-01-19T20:52:21.373
150506,submitted_personal_info,Jamaica,woman,18-20,2021-01-19T21:08:50.364
150507,signed_up,,,,2021-01-19T21:15:14.684
150508,completed_profile,Estonia,man,21-25,2021-01-19T21:17:22.337
150509,submitted_equipment,Romania,woman,26-30,2021-01-19T21:25:22.727
150510,unlocked_challenges,Nigeria,man,26-30,2021-01-19T21:31:37.41
150511,low_programming_experience,Honduras,woman,21-25,2021-01-19T21:34:39.709
150512,submitted_equipment,Croatia,man,21-25,2021-01-19T21:35:59.774
150513,completed_profile,El Salvador,woman,21-25,2021-01-19T21:37:08.602
150514,completed_profile,Iraq,woman,21-25,2021-01-19T21:38:35.026
150515,completed_profile,Trinidad and Tobago,not_answer,18-20,2021-01-19T21:38:55.386
150516,submitted_program_schedule,Iraq,man,21-25,2021-01-19T21:43:47.533
150517,completed_challenges,Botswana,man,21-25,2021-01-19T21:45:10.111
150518,no_financial_support,Romania,man,21-25,2021-01-19T21:50:09.781
150519,completed_profile,American Samoa,trans_woman,31-35,2021-01-19T21:54:43.493
150520,no_financial_support,United Arab Emirates,man,21-25,2021-01-19T21:58:00.088
150521,completed_profile,Somalia,man,26-30,2021-01-19T22:03:31.102
150522,completed_profile,Mexico,man,21-25,2021-01-19T22:05:54.173
150523,completed_profile,Mexico,man,18-20,2021-01-19T22:11:09.51
150524,completed_challenges,Romania,man,21-25,2021-01-19T22:17:10.516
150525,challenges_results_passed,Tunisia,man,26-30,2021-01-19T22:26:27.021
150526,signed_up,,,,2021-01-19T22:40:33.924
150527,completed_profile,Croatia,man,26-30,2021-01-19T22:43:10.746
150528,completed_profile,Brazil,woman,18-20,2021-01-19T22:48:08.945
150529,completed_profile,Netherlands,man,21-25,2021-01-19T22:50:11.989
150530,completed_profile,Sierra Leone,man,21-25,2021-01-19T23:14:26.535
150531,completed_profile,Afghanistan,man,26-30,2021-01-19T23:15:33.94
150532,completed_profile,Colombia,man,36-40,2021-01-19T23:20:08.567
150533,completed_profile,Serbia,man,18-20,2021-01-19T23:23:35.767
150534,completed_profile,Dominican Republic,woman,18-20,2021-01-19T23:24:05.998
150535,completed_profile,Peru,man,21-25,2021-01-19T23:36:28.841
150536,submitted_personal_info,Chile,woman,21-25,2021-01-19T23:36:58.31
150537,completed_profile,Iraq,man,21-25,2021-01-19T23:38:10.019
150538,completed_profile,Luxembourg,woman,18-20,2021-01-20T00:27:43.469
150539,completed_profile,Czech Republic,man,18-20,2021-01-20T00:34:08.741
150540,completed_profile,Czech Republic,man,26-30,2021-01-20T00:42:39.119
150541,completed_profile,Jamaica,woman,18-20,2021-01-20T01:04:46.141
150542,completed_profile,Lithuania,not_answer,26-30,2021-01-20T01:05:48.297
150543,submitted_program_schedule,Honduras,man,21-25,2021-01-20T01:10:11.496
150544,is_under_18,United Kingdom,man,under-18,2021-01-20T01:32:48.534
150545,submitted_equipment,Colombia,man,21-25,2021-01-20T01:35:19.386
150546,completed_challenges,Lebanon,man,21-25,2021-01-20T01:39:56.436
150547,unlocked_challenges,Afghanistan,not_answer,21-25,2021-01-20T01:55:01.947
150548,completed_profile,Saudi Arabia,not_answer,21-25,2021-01-20T01:57:27.856
150549,completed_profile,Colombia,woman,18-20,2021-01-20T01:59:14.941
150550,completed_profile,Haiti,man,18-20,2021-01-20T02:13:30.763
150551,completed_profile,Haiti,man,26-30,2021-01-20T02:51:22.143
150552,unlocked_challenges,Philippines,man,18-20,2021-01-20T03:03:19.518
150553,completed_profile,Bulgaria,man,21-25,2021-01-20T03:10:15.048
150554,completed_profile,Bolivia,man,21-25,2021-01-20T03:45:56.042
150555,completed_profile,Afghanistan,man,21-25,2021-01-20T03:54:17.936
150556,low_english_level,Mexico,woman,26-30,2021-01-20T04:19:29.581
150557,submitted_equipment,Trinidad and Tobago,man,18-20,2021-01-20T04:19:43.833
150558,completed_profile,Dominican Republic,woman,26-30,2021-01-20T04:29:46.741
150559,completed_profile,Guatemala,woman,21-25,2021-01-20T04:55:55.462
150560,unlocked_challenges,Tajikistan,man,26-30,2021-01-20T05:31:49.536
150561,completed_profile,Trinidad and Tobago,woman,18-20,2021-01-20T05:46:09.333
150562,no_financial_support,Rwanda,man,18-20,2021-01-20T05:58:30.046
150563,completed_profile,Lebanon,man,21-25,2021-01-20T06:14:14.219
150564,unlocked_challenges,Nigeria,man,31-35,2021-01-20T06:21:02.786
150565,submitted_check_in_form,Nigeria,man,26-30,2021-01-20T06:46:02.687
150566,completed_profile,Colombia,woman,26-30,2021-01-20T06:51:13.436
150567,no_time_commitment,Zambia,man,18-20,2021-01-20T07:01:15.833
150568,completed_profile,Slovakia,man,18-20,2021-01-20T07:39:45.491
150569,completed_profile,Nigeria,man,18-20,2021-01-20T07:56:32.781
150570,unlocked_challenges,Nigeria,man,21-25,2021-01-20T08:24:16.724
150571,completed_profile,Pakistan,man,21-25,2021-01-20T08:29:39.39
150572,completed_challenges,Serbia,man,21-25,2021-01-20T08:42:12.942
150573,completed_profile,Nigeria,man,21-25,2021-01-20T08:45:28.371
150574,completed_profile,Argentina,man,21-25,2021-01-20T08:51:29.214
150575,completed_challenges,Lebanon,man,21-25,2021-01-20T09:02:25.157
150576,submitted_english_level,Trinidad and Tobago,man,18-20,2021-01-20T09:27:28.6
150577,completed_challenges,Zambia,man,21-25,2021-01-20T09:49:57.458
150578,submitted_equipment,Uzbekistan,man,21-25,2021-01-20T09:51:17.077
150579,completed_profile,Saint Vincent and the Grenadines,woman,21-25,2021-01-20T10:02:17.731
150580,completed_profile,Iraq,woman,21-25,2021-01-20T10:12:26.515
150581,completed_profile,Nigeria,woman,26-30,2021-01-20T10:14:21.173
150582,completed_profile,Guyana,woman,21-25,2021-01-20T10:14:59.476
150583,completed_profile,Somalia,man,21-25,2021-01-20T10:17:30.867
150584,unlocked_challenges,India,man,21-25,2021-01-20T10:18:34.68
150585,challenges_results_passed,Serbia,man,26-30,2021-01-20T10:43:02.185
150586,signed_up,,,,2021-01-20T11:08:46.844
150587,signed_up,,,,2021-01-20T11:10:02.516
150588,completed_profile,Bosnia and Herzegovina,man,21-25,2021-01-20T11:16:16.231
150589,completed_profile,Afghanistan,man,21-25,2021-01-20T11:22:14.6
150590,completed_profile,Sierra Leone,man,21-25,2021-01-20T11:27:48.96
150591,unlocked_challenges,Morocco,man,31-35,2021-01-20T11:30:46.977
150592,completed_profile,Albania,man,18-20,2021-01-20T11:45:55.84
150593,completed_profile,Angola,man,26-30,2021-01-20T11:50:39.745
150594,completed_profile,Trinidad and Tobago,woman,18-20,2021-01-20T12:12:50.937
150595,challenges_results_passed,Kenya,man,21-25,2021-01-20T12:12:54.401
150596,completed_profile,Bahamas,man,21-25,2021-01-20T12:15:55.829
150597,completed_profile,Trinidad and Tobago,man,21-25,2021-01-20T12:21:39.893
150598,challenges_results_passed,United Arab Emirates,man,26-30,2021-01-20T12:34:52.79
150599,completed_profile,Dominican Republic,man,21-25,2021-01-20T12:59:55.983
150600,completed_profile,Gambia,man,18-20,2021-01-20T13:02:30.335
150601,submitted_personal_info,Dominican Republic,woman,21-25,2021-01-20T13:04:39.426
150602,submitted_equipment,Morocco,man,21-25,2021-01-20T13:08:29.957
150603,completed_profile,Djibouti,man,46-50,2021-01-20T13:14:40.82
150604,submitted_financial_support,Colombia,woman,21-25,2021-01-20T13:25:52.756
150605,low_english_level,Nicaragua,man,21-25,2021-01-20T13:27:20.51
150606,submitted_program_schedule,Brazil,man,21-25,2021-01-20T13:31:39.261
150607,submitted_equipment,Portugal,man,18-20,2021-01-20T13:41:41.76
150608,completed_profile,Tunisia,man,21-25,2021-01-20T13:48:05.701
150609,completed_profile,Nigeria,man,46-50,2021-01-20T13:51:10.779
150610,unlocked_challenges,Afghanistan,woman,18-20,2021-01-20T13:52:33.749
150611,completed_profile,Afghanistan,woman,21-25,2021-01-20T14:04:16.1
150612,completed_profile,Jamaica,man,21-25,2021-01-20T14:06:15.871
150613,completed_profile,Jamaica,woman,21-25,2021-01-20T14:33:55.212
150614,completed_profile,Colombia,man,21-25,2021-01-20T14:38:15.301
150615,signed_up,,,,2021-01-20T14:43:30.645
150616,submitted_program_schedule,Albania,woman,21-25,2021-01-20T15:07:48.51
150617,unlocked_challenges,Tanzania,woman,21-25,2021-01-20T15:12:25.732
150618,challenges_results_practice,Nigeria,man,31-35,2021-01-20T15:15:42.351
150619,submitted_equipment,Lebanon,man,21-25,2021-01-20T15:25:41.449
150620,completed_challenges,Iraq,man,21-25,2021-01-20T15:34:36.91
150621,completed_profile,Ecuador,man,26-30,2021-01-20T15:34:53.771
150622,completed_profile,Tanzania,man,26-30,2021-01-20T15:35:55.016
150623,completed_profile,Tunisia,man,26-30,2021-01-20T15:39:31.85
150624,completed_profile,Colombia,woman,26-30,2021-01-20T16:07:07.45
150625,completed_profile,Jamaica,man,26-30,2021-01-20T16:07:20.133
150626,unlocked_challenges,Tanzania,man,21-25,2021-01-20T16:11:09.824
150627,unlocked_challenges,Ethiopia,man,18-20,2021-01-20T16:21:42.81
150628,completed_profile,Colombia,man,26-30,2021-01-20T16:23:21.176
150629,completed_profile,Colombia,non_binary,26-30,2021-01-20T16:25:47.256
150630,completed_profile,Croatia,man,26-30,2021-01-20T16:38:54.785
150631,signed_up,,,,2021-01-20T17:02:33.262
150632,submitted_equipment,Mexico,woman,41-45,2021-01-20T17:04:57.676
150633,completed_profile,Sierra Leone,man,26-30,2021-01-20T17:05:34.185
150634,completed_profile,Germany,man,21-25,2021-01-20T17:29:50.443
150635,completed_profile,Colombia,man,21-25,2021-01-20T17:32:09.898
150636,completed_profile,United States,man,21-25,2021-01-20T17:39:09.966
150637,completed_profile,Jamaica,man,26-30,2021-01-20T17:39:38.386
150638,completed_profile,Romania,man,18-20,2021-01-20T17:40:55.191
150639,unlocked_challenges,Guyana,man,21-25,2021-01-20T17:45:34.857
150640,submitted_equipment,Jersey,man,18-20,2021-01-20T17:48:05.052
150641,completed_profile,Afghanistan,man,26-30,2021-01-20T17:48:25.738
150642,completed_profile,Zambia,man,21-25,2021-01-20T17:52:17.627
150643,completed_profile,Mauritius,woman,21-25,2021-01-20T18:06:09.939
150644,completed_profile,Rwanda,trans_man,18-20,2021-01-20T18:23:43.451
150645,is_under_18,Guatemala,man,under-18,2021-01-20T18:27:28.476
150646,completed_profile,Colombia,man,41-45,2021-01-20T18:33:47.762
150647,completed_profile,Croatia,man,18-20,2021-01-20T18:43:58.411
150648,completed_profile,India,man,26-30,2021-01-20T18:49:56.089
150649,completed_profile,Tunisia,man,21-25,2021-01-20T18:51:32.616
150650,submitted_financial_support,Nigeria,man,26-30,2021-01-20T18:52:20.985
150651,completed_profile,Mexico,man,21-25,2021-01-20T19:18:49.479
150652,completed_profile,Mexico,man,21-25,2021-01-20T19:20:20.437
150653,unlocked_challenges,Nigeria,man,26-30,2021-01-20T19:22:17.416
150654,completed_profile,Jordan,man,21-25,2021-01-20T19:22:39.294
150655,submitted_equipment,Nicaragua,man,26-30,2021-01-20T19:23:21.315
150656,submitted_check_in_form,Brazil,man,26-30,2021-01-20T19:26:50.426
150657,completed_profile,Benin,woman,26-30,2021-01-20T19:29:55.849
150658,completed_profile,Colombia,woman,21-25,2021-01-20T19:31:22.337
150659,submitted_equipment,Croatia,woman,21-25,2021-01-20T19:34:32.789
150660,no_time_commitment,Lebanon,man,21-25,2021-01-20T19:39:20.226
150661,completed_profile,Latvia,man,21-25,2021-01-20T19:45:21.039
150662,completed_profile,Libya,man,21-25,2021-01-20T19:52:29.183
150663,no_financial_support,Croatia,woman,21-25,2021-01-20T19:55:30.994
150664,completed_profile,Rwanda,man,18-20,2021-01-20T20:02:10.553
150665,completed_profile,India,man,21-25,2021-01-20T20:10:36.888
150666,submitted_equipment,Suriname,woman,26-30,2021-01-20T20:11:24.864
150667,completed_profile,Netherlands,man,18-20,2021-01-20T20:39:26.917
150668,completed_profile,Iraq,man,26-30,2021-01-20T20:43:56.219
150669,completed_profile,Somalia,man,21-25,2021-01-20T20:48:49.958
150670,unlocked_challenges,Iraq,man,26-30,2021-01-20T20:56:46.707
150671,submitted_equipment,Lithuania,man,21-25,2021-01-20T21:01:51.721
150672,completed_profile,Bosnia and Herzegovina,man,21-25,2021-01-20T21:03:46.301
150673,completed_profile,Venezuela,man,21-25,2021-01-20T21:05:40.32
150674,completed_profile,Mexico,man,26-30,2021-01-20T21:14:21.916
150675,completed_profile,Zambia,man,18-20,2021-01-20T21:17:51.173
150676,no_time_commitment,Germany,woman,46-50,2021-01-20T21:27:46.473
150677,completed_profile,Albania,man,26-30,2021-01-20T21:36:10.757
150678,signed_up,,,,2021-01-20T21:39:55.899
150679,submitted_program_schedule,Romania,man,26-30,2021-01-20T21:47:16.721
150680,completed_profile,Morocco,man,21-25,2021-01-20T21:52:47.031
150681,challenges_results_passed,Colombia,man,21-25,2021-01-20T21:58:29.838
150682,completed_profile,Jordan,man,21-25,2021-01-20T22:22:52.368
150683,completed_profile,Ireland,woman,21-25,2021-01-20T22:28:38.73
150684,submitted_programming_experience,Dominican Republic,woman,21-25,2021-01-20T22:33:54.048
150685,completed_profile,Nigeria,man,21-25,2021-01-20T22:37:30.523
150686,challenges_results_passed,Tanzania,man,26-30,2021-01-20T22:40:49.54
150687,completed_profile,Turkey,man,21-25,2021-01-20T23:07:20.266
150688,submitted_equipment,Guatemala,man,31-35,2021-01-20T23:16:17.868
150689,completed_profile,Nicaragua,man,26-30,2021-01-20T23:47:16.146
150690,completed_profile,Dominican Republic,man,21-25,2021-01-20T23:47:56.878
150691,completed_profile,Croatia,man,21-25,2021-01-21T00:06:28.325
150692,completed_profile,Mexico,woman,21-25,2021-01-21T00:15:55.307
150693,submitted_equipment,Argentina,man,21-25,2021-01-21T00:16:10.982
150694,no_time_commitment,Ukraine,man,26-30,2021-01-21T00:17:11.57
150695,completed_profile,Grenada,non_binary,41-45,2021-01-21T00:31:48.05
150696,completed_profile,Netherlands,man,21-25,2021-01-21T00:48:56.421
150697,completed_profile,Mexico,man,21-25,2021-01-21T00:49:20.42
150698,completed_profile,Brazil,non_binary,21-25,2021-01-21T00:51:22.55
150699,completed_profile,Greece,man,26-30,2021-01-21T01:10:18.461
150700,completed_profile,Trinidad and Tobago,woman,18-20,2021-01-21T01:16:31.582
150701,unlocked_challenges,Hong Kong,woman,26-30,2021-01-21T01:17:09.021
150702,completed_profile,Brazil,woman,21-25,2021-01-21T01:17:50.507
150703,completed_profile,Jamaica,man,26-30,2021-01-21T01:25:28.799
150704,submitted_professional_info,Other,man,21-25,2021-01-21T01:41:39.689
150705,completed_profile,United Kingdom,man,18-20,2021-01-21T01:50:46.64
150706,submitted_personal_info,Costa Rica,man,26-30,2021-01-21T02:01:49.097
150707,submitted_equipment,Trinidad and Tobago,man,21-25,2021-01-21T02:02:06.453
150708,completed_profile,Paraguay,man,26-30,2021-01-21T02:12:57.854
150709,completed_profile,Trinidad and Tobago,woman,26-30,2021-01-21T02:25:42.977
150710,submitted_programming_experience,Haiti,man,26-30,2021-01-21T02:26:54.708
150711,completed_profile,Colombia,man,18-20,2021-01-21T02:49:10.964
150712,completed_profile,Jamaica,woman,26-30,2021-01-21T03:08:57.826
150713,completed_profile,Colombia,man,21-25,2021-01-21T03:48:19.45
150714,completed_profile,Dominican Republic,man,21-25,2021-01-21T04:03:39.512
150715,submitted_equipment,Colombia,woman,21-25,2021-01-21T04:13:41.497
150716,completed_profile,Afghanistan,man,18-20,2021-01-21T04:17:02.573
150717,completed_profile,Jamaica,woman,21-25,2021-01-21T04:31:21.637
150718,completed_challenges,Madagascar,man,26-30,2021-01-21T04:50:08.162
150719,completed_profile,Algeria,man,21-25,2021-01-21T05:03:24.504
150720,completed_profile,Costa Rica,man,21-25,2021-01-21T05:12:57.758
150721,unlocked_challenges,Ethiopia,man,21-25,2021-01-21T06:00:37.39
150722,completed_profile,Jamaica,man,31-35,2021-01-21T06:12:15.091
150723,submitted_check_in_form,Turkey,man,26-30,2021-01-21T07:43:26.027
150724,completed_profile,Nigeria,man,31-35,2021-01-21T07:44:53.417
150725,completed_profile,Latvia,man,21-25,2021-01-21T08:04:37.228
150726,completed_profile,Guinea,man,26-30,2021-01-21T08:17:51.775
150727,completed_profile,Argentina,man,26-30,2021-01-21T08:26:33.397
150728,completed_profile,United Kingdom,man,21-25,2021-01-21T08:31:11.407
150729,completed_profile,Ethiopia,man,21-25,2021-01-21T08:31:34.906
150730,completed_profile,Iran,woman,18-20,2021-01-21T08:37:34.452
150731,unlocked_challenges,Turkey,man,18-20,2021-01-21T09:03:32.119
150732,completed_profile,Kenya,man,26-30,2021-01-21T09:04:59.987
150733,completed_profile,Somalia,man,18-20,2021-01-21T09:26:05.248
150734,no_financial_support,Somalia,man,21-25,2021-01-21T09:37:56.373
150735,submitted_check_in_form,Rwanda,man,21-25,2021-01-21T09:41:30.996
150736,completed_profile,Sierra Leone,man,26-30,2021-01-21T09:44:23.851
150737,completed_profile,Zambia,man,21-25,2021-01-21T09:48:40.509
150738,completed_profile,Tunisia,man,21-25,2021-01-21T09:54:05.736
150739,completed_profile,Lebanon,man,26-30,2021-01-21T10:18:11.813
150740,completed_profile,Ukraine,woman,26-30,2021-01-21T10:33:17.767
150741,completed_profile,Burundi,man,36-40,2021-01-21T11:33:33.395
150742,completed_profile,Greece,woman,21-25,2021-01-21T11:39:17.4
150743,completed_challenges,Somalia,man,18-20,2021-01-21T11:41:28.626
150744,no_financial_support,Colombia,woman,21-25,2021-01-21T11:48:32.69
150745,no_financial_support,Italy,woman,21-25,2021-01-21T11:57:50.665
150746,submitted_check_in_form,Democratic Republic of the Congo,man,21-25,2021-01-21T12:08:18.513
150747,completed_profile,Albania,man,21-25,2021-01-21T12:09:40.984
150748,completed_profile,Lebanon,man,21-25,2021-01-21T12:14:24.928
150749,low_programming_experience,Dominican Republic,man,18-20,2021-01-21T12:28:56.409
150750,completed_profile,Botswana,man,21-25,2021-01-21T12:30:52.993
150751,completed_profile,Cote d Ivoire,man,26-30,2021-01-21T12:48:31.331
150752,signed_up,,,,2021-01-21T12:50:19.874
150753,completed_profile,Argentina,man,21-25,2021-01-21T12:52:20.607
150754,completed_profile,Kazakhstan,man,26-30,2021-01-21T12:52:34.443
150755,no_time_commitment,United States,man,36-40,2021-01-21T13:01:54.351
150756,completed_profile,Uzbekistan,man,18-20,2021-01-21T13:05:25.15
150757,completed_profile,Namibia,man,21-25,2021-01-21T13:07:42.331
150758,completed_profile,Venezuela,man,26-30,2021-01-21T13:13:42.679
150759,unlocked_challenges,Jordan,man,21-25,2021-01-21T13:14:55.864
150760,completed_profile,Sierra Leone,man,21-25,2021-01-21T13:18:40.022
150761,completed_profile,Botswana,man,21-25,2021-01-21T13:28:55.692
150762,completed_profile,Mexico,woman,21-25,2021-01-21T13:42:19.608
150763,challenges_results_passed,Afghanistan,woman,31-35,2021-01-21T13:47:49.691
150764,completed_profile,Suriname,woman,26-30,2021-01-21T13:49:41.221
150765,completed_profile,Germany,woman,26-30,2021-01-21T13:56:14.482
150766,completed_profile,Nigeria,man,21-25,2021-01-21T14:02:34.822
150767,submitted_program_schedule,India,man,21-25,2021-01-21T14:06:17.656
150768,completed_profile,Jamaica,woman,26-30,2021-01-21T14:10:15.684
150769,submitted_equipment,Nigeria,man,31-35,2021-01-21T14:12:42.601
150770,no_financial_support,Argentina,man,31-35,2021-01-21T14:13:08.143
150771,submitted_program_schedule,Paraguay,man,21-25,2021-01-21T14:31:26.007
150772,submitted_english_level,Uzbekistan,man,26-30,2021-01-21T14:40:32.314
150773,completed_profile,Nigeria,man,21-25,2021-01-21T14:41:04.652
150774,completed_profile,Argentina,man,18-20,2021-01-21T14:45:14.028
150775,signed_up,,,,2021-01-21T14:49:42.283
150776,completed_challenges,Pakistan,man,21-25,2021-01-21T14:52:02.41
150777,completed_profile,Mali,man,26-30,2021-01-21T14:53:13.396
150778,completed_profile,Zambia,man,21-25,2021-01-21T15:00:41.52
150779,completed_profile,Argentina,woman,31-35,2021-01-21T15:10:47.243
150780,completed_profile,Tunisia,man,21-25,2021-01-21T15:14:34.357
150781,submitted_personal_info,France,man,31-35,2021-01-21T15:26:14.98
150782,no_financial_support,Colombia,man,21-25,2021-01-21T15:27:01.758
150783,completed_profile,Venezuela,not_answer,no-answer,2021-01-21T15:27:39.298
150784,completed_profile,Haiti,man,21-25,2021-01-21T15:30:18.914
150785,completed_profile,Slovakia,man,26-30,2021-01-21T15:35:14.861
150786,completed_profile,Jordan,man,26-30,2021-01-21T15:39:50.183
150787,completed_profile,Italy,man,18-20,2021-01-21T15:40:18.519
150788,unlocked_challenges,Jamaica,woman,21-25,2021-01-21T15:44:45.571
150789,completed_profile,Belgium,man,21-25,2021-01-21T16:00:17.219
150790,submitted_equipment,Colombia,man,26-30,2021-01-21T16:02:17.192
150791,signed_up,,,,2021-01-21T16:05:16.816
150792,no_financial_support,Somalia,woman,18-20,2021-01-21T16:29:39.231
150793,completed_profile,Jamaica,woman,21-25,2021-01-21T16:34:45.693
150794,completed_profile,Colombia,woman,46-50,2021-01-21T16:50:15.411
150795,completed_profile,India,man,21-25,2021-01-21T16:53:53.044
150796,signed_up,,,,2021-01-21T16:58:52.177
150797,completed_profile,Colombia,man,over_50,2021-01-21T17:07:28.201
150798,completed_profile,El Salvador,man,21-25,2021-01-21T17:12:51.329
150799,submitted_programming_experience,Brazil,woman,26-30,2021-01-21T17:14:00.723
150800,completed_profile,Mexico,man,18-20,2021-01-21T17:19:22.67
150801,completed_profile,Lebanon,man,21-25,2021-01-21T17:29:45.123
150802,submitted_english_level,Mexico,man,26-30,2021-01-21T17:34:49.67
150803,submitted_program_schedule,Peru,man,over_50,2021-01-21T17:34:56.354
150804,is_under_18,Peru,man,under-18,2021-01-21T17:44:22.003
150805,submitted_equipment,Mexico,man,21-25,2021-01-21T17:46:46.498
150806,completed_profile,Argentina,man,26-30,2021-01-21T17:51:59.428
150807,completed_challenges,Colombia,woman,26-30,2021-01-21T17:59:52.559
150808,is_under_18,El Salvador,man,under-18,2021-01-21T18:17:53.483
150809,unlocked_challenges,Cote d Ivoire,man,26-30,2021-01-21T18:21:22.409
150810,completed_profile,Norway,man,21-25,2021-01-21T18:21:25.405
150811,completed_profile,Germany,man,26-30,2021-01-21T18:24:27.868
150812,submitted_equipment,Nigeria,man,31-35,2021-01-21T18:47:38.614
150813,completed_profile,Zambia,man,21-25,2021-01-21T18:52:48.112
150814,submitted_personal_info,Panama,man,26-30,2021-01-21T19:00:07.201
150815,unlocked_challenges,Bolivia,man,26-30,2021-01-21T19:12:56.473
150816,submitted_equipment,Colombia,man,21-25,2021-01-21T19:20:30.336
150817,completed_profile,Serbia,man,26-30,2021-01-21T19:27:05.719
150818,submitted_programming_experience,Germany,man,21-25,2021-01-21T19:32:08.902
150819,signed_up,,,,2021-01-21T19:32:32.763
150820,signed_up,,,,2021-01-21T19:34:55.471
150821,completed_profile,Algeria,woman,21-25,2021-01-21T19:36:41.693
150822,submitted_equipment,United Kingdom,man,21-25,2021-01-21T19:52:47.856
150823,challenges_results_passed,Kenya,man,26-30,2021-01-21T19:54:30.297
150824,completed_profile,Lebanon,man,18-20,2021-01-21T20:07:40.66
150825,submitted_program_schedule,Lebanon,man,21-25,2021-01-21T20:17:26.021
150826,submitted_program_schedule,Argentina,man,21-25,2021-01-21T20:20:28.544
150827,submitted_personal_info,Somalia,man,21-25,2021-01-21T20:25:27.371
150828,completed_profile,Malawi,man,21-25,2021-01-21T20:42:03.194
150829,completed_profile,Zambia,man,21-25,2021-01-21T20:52:35.361
150830,unlocked_challenges,Botswana,man,21-25,2021-01-21T20:54:13.69
150831,no_time_commitment,El Salvador,man,21-25,2021-01-21T20:54:50.035
150832,signed_up,,,,2021-01-21T20:57:03.24
150833,completed_profile,Colombia,man,26-30,2021-01-21T20:59:26.297
150834,completed_profile,Nigeria,man,26-30,2021-01-21T21:01:21.295
150835,submitted_check_in_form,Burundi,man,26-30,2021-01-21T21:08:47.805
150836,signed_up,,,,2021-01-21T21:09:08.531
150837,low_english_level,Argentina,man,26-30,2021-01-21T21:14:39.636
150838,completed_profile,Algeria,woman,21-25,2021-01-21T21:16:14.282
150839,completed_profile,Honduras,man,26-30,2021-01-21T21:39:40.13
150840,unlocked_challenges,Trinidad and Tobago,man,21-25,2021-01-21T21:58:45.693
150841,submitted_english_level,Somalia,man,18-20,2021-01-21T22:08:47.282
150842,submitted_financial_support,Brazil,man,21-25,2021-01-21T22:09:02.158
150843,completed_profile,Trinidad and Tobago,man,21-25,2021-01-21T22:38:11.955
150844,completed_profile,Jamaica,man,21-25,2021-01-21T22:40:57.052
150845,completed_profile,Kuwait,man,21-25,2021-01-21T22:43:59.268
