id,applicant_id,challenge_one_score,challenge_two_score,challenge_three_score,submitted_at
4067,20110,3,3,3,2020-03-31T17:45:09
4068,20097,3,3,3,2020-03-31T18:00:51
4069,22105,3,3,3,2020-03-31T21:33:20
4070,22104,0,0,0,2020-03-31T21:52:03
4071,20221,3,3,3,2020-03-31T23:03:44
4072,22103,3,3,3,2020-03-31T23:42:20
4073,22102,3,3,3,2020-04-01T00:20:35
4074,20139,3,3,3,2020-04-01T05:40:40
4075,22100,3,3,1,2020-04-01T05:56:34
4076,22101,3,3,3,2020-04-01T06:55:37
4077,22100,3,3,3,2020-04-01T07:21:09
4078,22099,3,0,0,2020-04-01T07:38:12
4079,21131,3,0,0,2020-04-01T08:01:44
4080,22098,0,1,1,2020-04-01T11:02:52
4081,20118,1,1,1,2020-04-01T12:29:41
4082,20085,3,3,3,2020-04-01T12:46:11
4083,22097,3,3,3,2020-04-01T12:48:27
4084,20118,3,3,3,2020-04-01T13:06:02
4085,21073,3,3,3,2020-04-01T15:24:16
4086,22096,3,1,3,2020-04-01T16:36:46
4087,22096,3,1,3,2020-04-01T16:42:41
4088,20123,3,3,3,2020-04-01T17:50:53
4089,20122,3,3,3,2020-04-01T18:16:18
4090,22095,3,3,3,2020-04-01T18:17:31
4091,21105,3,3,3,2020-04-01T20:39:21
4092,21078,3,3,3,2020-04-01T21:47:03
4093,22094,3,3,3,2020-04-02T01:08:15
4094,21139,3,3,3,2020-04-02T01:33:49
4095,22093,3,3,1,2020-04-02T02:23:38
4096,22093,3,1,3,2020-04-02T02:36:00
4097,22092,3,3,3,2020-04-02T04:10:40
4098,22091,1,1,1,2020-04-02T06:21:27
4099,20224,3,3,3,2020-04-02T06:45:54
4100,22090,3,3,3,2020-04-02T09:33:43
4101,22089,3,3,3,2020-04-02T10:32:26
4102,21136,3,3,0,2020-04-02T10:59:01
4103,20196,3,3,3,2020-04-02T12:44:56
4104,21132,1,1,3,2020-04-02T13:06:35
4105,21089,3,3,3,2020-04-02T13:29:21
4106,22088,0,0,0,2020-04-02T13:30:41
4107,22087,3,3,3,2020-04-02T13:39:05
4108,22086,1,1,3,2020-04-02T13:42:03
4109,21129,3,3,3,2020-04-02T13:46:54
4110,21123,0,0,0,2020-04-02T14:10:15
4111,22085,3,3,3,2020-04-02T14:28:15
4112,22084,3,3,3,2020-04-02T14:30:57
4113,20086,3,3,3,2020-04-02T14:34:01
4114,22083,3,3,3,2020-04-02T14:38:21
4115,22010,1,3,3,2020-04-02T14:46:14
4116,20099,3,3,3,2020-04-02T14:54:11
4117,22082,3,3,3,2020-04-02T14:59:02
4118,21981,1,0,0,2020-04-02T15:14:57
4119,21132,3,3,3,2020-04-02T15:32:07
4120,21127,3,3,3,2020-04-02T15:34:07
4121,22081,0,0,0,2020-04-02T15:57:03
4122,21100,3,3,3,2020-04-02T16:01:42
4123,21103,3,3,3,2020-04-02T16:16:47
4124,22080,3,3,3,2020-04-02T16:48:20
4125,20237,3,1,0,2020-04-02T16:57:06
4126,22079,3,3,3,2020-04-02T17:19:43
4127,22078,3,3,3,2020-04-02T18:00:31
4128,22076,3,3,1,2020-04-02T18:01:31
4129,22077,0,0,0,2020-04-02T18:11:30
4130,20105,3,3,3,2020-04-02T18:25:33
4131,21138,3,3,3,2020-04-02T18:32:43
4132,20238,3,3,3,2020-04-02T18:36:38
4133,22076,3,3,3,2020-04-02T18:56:24
4134,21139,3,3,3,2020-04-02T19:19:23
4135,22075,3,0,3,2020-04-02T19:44:21
4136,21098,3,3,3,2020-04-02T19:55:57
4137,20179,3,3,3,2020-04-02T19:57:03
4138,22074,3,3,3,2020-04-02T20:07:42
4139,20043,1,3,1,2020-04-02T20:29:15
4140,21137,3,3,3,2020-04-02T20:52:41
4141,20063,3,3,3,2020-04-02T20:56:57
4142,22073,3,3,3,2020-04-02T21:00:30
4143,22072,3,3,3,2020-04-02T21:03:03
4144,20197,3,3,3,2020-04-02T21:06:11
4145,22071,3,3,3,2020-04-02T21:24:20
4146,21093,3,3,3,2020-04-02T21:56:45
4147,22070,3,3,3,2020-04-02T22:59:09
4148,21125,3,3,3,2020-04-03T00:54:44
4149,22069,3,3,3,2020-04-03T01:13:01
4150,20219,3,3,3,2020-04-03T01:19:34
4151,22068,3,3,3,2020-04-03T01:44:43
4152,20019,3,3,3,2020-04-03T03:23:33
4153,22067,3,3,3,2020-04-03T05:38:18
4154,21108,3,3,3,2020-04-03T06:43:28
4155,21136,3,3,3,2020-04-03T06:46:18
4156,21110,3,3,3,2020-04-03T07:36:21
4157,21134,3,3,3,2020-04-03T08:37:12
4158,22066,3,3,3,2020-04-03T08:48:36
4159,22065,3,3,3,2020-04-03T09:19:14
4160,22064,3,3,3,2020-04-03T09:26:50
4161,22063,3,3,3,2020-04-03T10:07:25
4162,20077,3,3,3,2020-04-03T10:36:58
4163,20135,3,3,3,2020-04-03T13:38:33
4164,20057,3,0,0,2020-04-03T13:51:33
4165,21094,3,3,1,2020-04-03T14:25:19
4166,22062,3,3,3,2020-04-03T15:04:14
4167,22061,3,3,3,2020-04-03T16:29:34
4168,22060,3,0,0,2020-04-03T17:44:19
4169,22059,0,0,3,2020-04-03T18:19:11
4170,22058,0,0,0,2020-04-03T18:33:57
4171,20043,0,3,3,2020-04-03T18:39:09
4172,21094,3,3,1,2020-04-03T19:15:38
4173,21094,3,3,3,2020-04-03T20:02:45
4174,20043,3,3,3,2020-04-03T20:29:17
4175,21080,3,3,3,2020-04-03T20:36:14
4176,22057,3,3,3,2020-04-03T21:31:34
4177,22056,3,3,3,2020-04-04T00:30:35
4178,22055,3,3,3,2020-04-04T02:50:16
4179,22054,0,0,0,2020-04-04T02:57:02
4180,20198,3,3,3,2020-04-04T03:14:23
4181,21109,1,3,3,2020-04-04T05:00:09
4182,21109,3,3,3,2020-04-04T05:19:07
4183,21135,3,3,3,2020-04-04T06:26:59
4184,21124,3,3,3,2020-04-04T07:23:34
4185,20237,3,3,3,2020-04-04T07:39:49
4186,20067,3,3,3,2020-04-04T08:12:07
4187,22053,3,3,3,2020-04-04T09:01:43
4188,22052,3,3,3,2020-04-04T09:12:32
4189,21053,1,3,1,2020-04-04T09:14:43
4190,20236,3,3,3,2020-04-04T09:32:51
4191,21131,3,3,3,2020-04-04T10:32:30
4192,21106,3,3,3,2020-04-04T10:46:10
4193,22031,0,3,3,2020-04-04T11:04:08
4194,22051,3,1,0,2020-04-04T11:05:05
4195,20207,3,3,3,2020-04-04T11:40:58
4196,21053,3,3,3,2020-04-04T12:05:00
4197,22050,3,3,3,2020-04-04T12:25:37
4198,20180,1,3,3,2020-04-04T13:39:09
4199,20082,3,3,3,2020-04-04T13:47:09
4200,22049,3,3,3,2020-04-04T13:56:42
4201,20180,3,3,3,2020-04-04T14:12:59
4202,22048,3,3,3,2020-04-04T14:33:42
4203,20213,3,3,3,2020-04-04T14:38:25
4204,21128,3,3,3,2020-04-04T15:05:51
4205,22047,3,3,3,2020-04-04T15:30:46
4206,22045,3,3,0,2020-04-04T16:29:21
4207,21090,1,1,1,2020-04-04T17:18:02
4208,21090,3,3,3,2020-04-04T17:25:37
4209,22046,1,1,1,2020-04-04T17:31:49
4210,22045,3,3,3,2020-04-04T18:25:57
4211,20078,3,3,3,2020-04-04T18:49:53
4212,21123,3,3,3,2020-04-04T19:06:33
4213,22044,3,0,1,2020-04-04T19:23:04
4214,22043,3,3,3,2020-04-04T20:10:04
4215,22042,3,3,3,2020-04-04T21:12:29
4216,22041,3,3,3,2020-04-04T21:28:52
4217,22040,3,3,3,2020-04-04T22:05:26
4218,22039,3,0,3,2020-04-04T22:19:51
4219,22038,1,1,1,2020-04-04T22:21:54
4220,21113,3,3,3,2020-04-04T22:22:18
4221,22037,3,3,3,2020-04-04T22:34:22
4222,22036,1,1,1,2020-04-04T22:54:14
4223,20088,3,0,0,2020-04-05T00:46:41
4224,22035,3,3,3,2020-04-05T00:48:01
4225,21040,1,0,1,2020-04-05T00:56:15
4226,20217,3,3,0,2020-04-05T01:36:12
4227,20217,1,1,1,2020-04-05T01:45:03
4228,20217,3,3,3,2020-04-05T01:47:35
4229,22034,3,3,3,2020-04-05T03:03:20
4230,20168,3,3,3,2020-04-05T03:28:17
4231,21058,3,3,3,2020-04-05T04:50:12
4232,22033,3,3,3,2020-04-05T07:04:41
4233,22032,3,1,3,2020-04-05T07:36:48
4234,22032,3,3,3,2020-04-05T08:02:33
4235,20964,3,3,3,2020-04-05T08:10:43
4236,20039,0,0,0,2020-04-05T09:33:29
4237,20092,3,3,3,2020-04-05T09:48:49
4238,20073,0,3,0,2020-04-05T09:48:59
4239,22031,3,3,3,2020-04-05T10:15:23
4240,21070,3,3,3,2020-04-05T10:22:52
4241,20003,3,3,3,2020-04-05T11:30:20
4242,20087,3,3,3,2020-04-05T11:51:16
4243,22030,3,3,3,2020-04-05T12:28:02
4244,22029,0,0,0,2020-04-05T12:36:58
4245,21120,3,3,3,2020-04-05T13:10:09
4246,21119,0,3,3,2020-04-05T14:17:09
4247,21119,3,3,3,2020-04-05T15:02:56
4248,21104,3,3,3,2020-04-05T16:21:46
4249,20226,3,3,3,2020-04-05T16:23:56
4250,20183,3,3,3,2020-04-05T16:49:19
4251,21081,3,3,3,2020-04-05T17:29:59
4252,22028,3,3,3,2020-04-05T17:30:41
4253,20122,3,3,3,2020-04-05T17:42:16
4254,20128,0,0,0,2020-04-05T17:59:27
4255,22027,3,3,3,2020-04-05T18:51:08
4256,20963,3,3,1,2020-04-05T19:07:50
4257,20073,3,3,3,2020-04-05T19:40:18
4258,21928,0,0,0,2020-04-05T20:06:29
4259,21858,0,0,0,2020-04-05T20:37:37
4260,20963,3,3,1,2020-04-05T20:40:00
4261,20208,3,3,3,2020-04-05T20:46:55
4262,22024,3,3,1,2020-04-05T21:20:53
4263,22025,3,3,1,2020-04-05T21:47:49
4264,22026,3,3,3,2020-04-05T21:51:56
4265,22025,3,3,3,2020-04-05T22:45:05
4266,20094,3,3,1,2020-04-05T23:03:12
4267,22024,3,3,1,2020-04-05T23:08:37
4268,22023,1,0,0,2020-04-05T23:10:44
4269,22022,3,1,0,2020-04-06T00:01:56
4270,20094,3,3,3,2020-04-06T00:05:59
4271,20128,1,3,0,2020-04-06T01:04:23
4272,20088,3,3,3,2020-04-06T01:41:19
4273,20137,3,3,3,2020-04-06T01:44:17
4274,22021,1,0,0,2020-04-06T02:19:39
4275,20128,3,3,3,2020-04-06T03:47:08
4276,20107,3,3,3,2020-04-06T11:22:22
4277,20046,3,3,3,2020-04-06T11:50:07
4278,22020,0,0,3,2020-04-06T14:05:18
4279,20181,3,3,3,2020-04-06T16:34:46
4280,22019,3,3,3,2020-04-06T16:36:27
4281,21953,3,3,3,2020-04-06T23:11:04
4282,22018,1,0,0,2020-04-07T01:06:46
4283,21953,3,3,3,2020-04-07T03:46:55
4284,20070,3,3,3,2020-04-07T06:30:54
4285,20054,3,3,3,2020-04-07T07:23:33
4286,22017,1,3,3,2020-04-07T10:08:48
4287,22017,3,3,3,2020-04-07T10:32:00
4288,20081,3,3,3,2020-04-07T15:10:50
4289,21087,3,3,3,2020-04-07T16:43:09
4290,22016,1,1,1,2020-04-07T17:05:45
4291,22013,3,0,0,2020-04-07T18:08:40
4292,22015,3,3,3,2020-04-07T18:18:01
4293,20017,3,3,3,2020-04-08T00:47:59
4294,20970,3,3,3,2020-04-08T02:03:02
4295,22014,0,0,0,2020-04-08T09:57:41
4296,20050,3,3,3,2020-04-08T10:19:28
4297,22013,3,3,3,2020-04-08T15:37:23
4298,20108,3,3,3,2020-04-09T00:15:35
4299,22012,3,3,3,2020-04-09T10:25:19
4300,22011,0,0,0,2020-04-09T10:45:56
4301,20074,3,3,3,2020-04-09T12:33:24
4302,20045,3,3,3,2020-04-09T14:26:15
4303,22010,3,3,3,2020-04-09T19:34:52
4304,22009,3,3,3,2020-04-09T22:01:34
4305,21005,3,3,0,2020-04-10T11:50:25
4306,22008,3,3,3,2020-04-10T12:40:25
4307,20083,3,3,3,2020-04-10T12:44:59
4308,22007,3,3,3,2020-04-10T14:45:19
4309,22006,3,3,3,2020-04-10T14:52:54
4310,20093,3,3,3,2020-04-10T16:25:30
4311,22005,3,3,3,2020-04-10T19:26:24
4312,20993,3,0,0,2020-04-10T19:53:24
4313,22004,1,1,0,2020-04-11T00:39:11
4314,21085,3,3,3,2020-04-11T03:46:39
4315,22003,3,3,3,2020-04-11T04:57:40
4316,20071,3,3,3,2020-04-11T07:04:17
4317,21099,3,3,3,2020-04-11T10:31:44
4318,21915,3,0,1,2020-04-11T18:34:51
4319,22001,3,3,3,2020-04-12T00:09:12
4320,22000,3,3,3,2020-04-12T06:51:49
4321,21999,1,0,1,2020-04-12T10:29:52
4322,21998,3,3,3,2020-04-12T12:19:06
4323,20084,3,3,3,2020-04-12T13:12:01
4324,21997,1,1,1,2020-04-12T18:40:40
4325,21996,3,3,3,2020-04-12T20:02:48
4326,20068,3,3,3,2020-04-12T21:48:28
4327,21953,3,3,3,2020-04-13T00:23:58
4328,21953,3,3,3,2020-04-13T00:33:11
4329,21953,3,3,3,2020-04-13T00:55:58
4330,21953,3,3,3,2020-04-13T01:07:50
4331,21075,3,3,3,2020-04-13T01:13:27
4332,21075,3,3,3,2020-04-13T01:14:28
4333,21075,3,3,3,2020-04-13T01:16:54
4334,20008,1,3,3,2020-04-13T04:57:16
4335,20008,3,3,3,2020-04-13T08:13:19
4336,21995,3,3,3,2020-04-13T09:11:46
4337,21005,3,3,3,2020-04-13T10:38:08
4338,20963,3,3,3,2020-04-13T10:48:46
4339,21086,3,3,3,2020-04-13T12:44:01
4340,20049,3,3,0,2020-04-13T14:16:17
4341,20049,3,3,1,2020-04-13T16:37:26
4342,20049,3,3,3,2020-04-13T17:07:58
4343,21994,3,3,3,2020-04-13T18:32:41
4344,21088,3,3,3,2020-04-13T19:58:15
4345,21993,3,3,3,2020-04-13T23:57:08
4346,21992,3,3,3,2020-04-14T01:40:54
4347,20051,3,3,1,2020-04-14T11:55:44
4348,21991,3,3,3,2020-04-14T12:03:37
4349,20051,3,3,3,2020-04-14T12:07:24
4350,21990,3,3,3,2020-04-14T12:20:24
4351,20098,3,3,3,2020-04-14T13:48:23
4352,21989,1,3,0,2020-04-14T19:01:59
4353,20062,3,3,3,2020-04-14T20:28:21
4354,20076,1,3,3,2020-04-15T09:29:55
4355,20076,3,3,3,2020-04-15T09:53:41
4356,20047,3,3,3,2020-04-15T11:10:34
4357,21091,3,3,3,2020-04-15T14:52:24
4358,21988,0,0,0,2020-04-15T19:02:29
4359,21987,3,3,3,2020-04-15T21:10:46
4360,21986,3,3,3,2020-04-16T00:38:23
4361,20106,3,3,3,2020-04-16T02:26:35
4362,21067,3,3,3,2020-04-16T20:26:10
4363,20044,3,3,3,2020-04-16T20:31:11
4364,21040,3,3,3,2020-04-16T20:46:39
4365,21040,3,3,3,2020-04-16T20:56:21
4366,21985,3,3,3,2020-04-16T22:27:43
4367,21984,3,3,3,2020-04-16T22:55:49
4368,21922,0,1,3,2020-04-16T23:03:14
4369,20072,3,3,3,2020-04-17T12:45:46
4370,21047,3,3,3,2020-04-17T15:32:14
4371,21983,3,3,3,2020-04-17T20:41:33
4372,21982,3,3,3,2020-04-18T06:31:17
4373,21980,3,3,3,2020-04-18T16:29:59
4374,21979,3,3,3,2020-04-18T16:39:10
4375,21978,3,3,3,2020-04-18T17:15:58
4376,20041,3,3,3,2020-04-18T18:18:12
4377,21028,3,3,3,2020-04-18T18:50:11
4378,21977,3,3,3,2020-04-18T20:00:56
4379,20056,3,3,3,2020-04-18T23:36:34
4380,20057,3,3,3,2020-04-19T08:30:14
4381,21976,3,3,3,2020-04-19T09:04:23
4382,21063,1,1,3,2020-04-19T17:22:46
4383,21975,3,3,3,2020-04-19T20:31:27
4384,21974,3,3,3,2020-04-20T03:55:14
4385,21973,1,1,1,2020-04-20T08:54:03
4386,21075,3,3,3,2020-04-20T18:12:41
4387,21972,3,3,3,2020-04-20T18:27:51
4388,20052,3,3,3,2020-04-21T01:25:58
4389,21898,0,3,3,2020-04-21T14:40:05
4390,21971,1,0,1,2020-04-21T16:45:35
4391,21970,3,3,3,2020-04-21T17:46:53
4392,21969,0,1,1,2020-04-22T00:09:23
4393,21969,3,1,1,2020-04-22T00:11:34
4394,21968,3,3,3,2020-04-22T04:24:17
4395,21967,3,1,3,2020-04-22T07:41:06
4396,21967,3,3,3,2020-04-22T08:56:58
4397,21966,3,3,3,2020-04-22T11:45:58
4398,21063,3,3,3,2020-04-22T15:32:31
4399,20999,3,3,0,2020-04-22T21:49:02
4400,20999,3,3,3,2020-04-22T22:53:01
4401,20060,3,3,1,2020-04-23T05:07:08
4402,20069,3,3,3,2020-04-23T12:32:06
4403,20993,3,3,3,2020-04-23T13:33:24
4404,21025,3,3,3,2020-04-23T19:23:27
4405,20055,3,3,3,2020-04-23T19:26:34
4406,21057,3,3,3,2020-04-23T20:10:03
4407,21965,1,0,0,2020-04-23T22:20:14
4408,21964,3,3,3,2020-04-23T23:42:25
4409,20060,3,3,1,2020-04-24T02:24:00
4410,21963,1,1,1,2020-04-24T06:24:18
4411,20026,3,3,3,2020-04-24T11:21:20
4412,20060,3,3,3,2020-04-24T11:33:45
4413,21962,3,3,3,2020-04-24T14:35:41
4414,21032,1,0,1,2020-04-24T18:35:24
4415,21961,3,3,3,2020-04-24T19:20:43
4416,21960,3,3,3,2020-04-25T09:09:56
4417,21959,3,3,3,2020-04-25T16:00:56
4418,21958,3,3,3,2020-04-25T16:32:03
4419,21957,3,3,3,2020-04-25T18:22:25
4420,21956,0,1,0,2020-04-25T22:00:34
4421,21066,3,3,3,2020-04-26T08:14:18
4422,21955,3,3,3,2020-04-26T14:23:39
4423,20053,3,3,3,2020-04-26T14:48:59
4424,21954,3,3,3,2020-04-26T18:49:04
4425,21079,3,3,3,2020-04-26T20:32:47
4426,21072,3,3,3,2020-04-27T09:00:52
4427,21950,1,0,3,2020-04-27T16:11:06
4428,21949,3,3,3,2020-04-27T17:10:58
4429,21948,3,3,3,2020-04-27T21:43:49
4430,21947,3,0,0,2020-04-28T02:47:40
4431,21946,3,3,3,2020-04-28T04:10:49
4432,21056,3,3,3,2020-04-28T09:01:50
4433,21065,3,3,3,2020-04-28T09:08:59
4434,21072,3,3,3,2020-04-28T09:16:37
4435,21945,1,0,0,2020-04-28T13:30:19
4436,21944,3,3,3,2020-04-28T14:04:13
4437,21064,3,3,3,2020-04-28T14:35:11
4438,21943,3,3,3,2020-04-28T18:31:24
4439,21942,3,3,3,2020-04-28T18:37:13
4440,21941,3,0,1,2020-04-28T19:03:47
4441,21940,3,3,3,2020-04-28T19:20:51
4442,21939,3,3,3,2020-04-28T19:56:47
4443,21938,3,3,3,2020-04-28T20:16:42
4444,21937,0,0,0,2020-04-29T07:09:25
4445,21026,3,3,3,2020-04-29T10:59:50
4446,21873,0,0,0,2020-04-29T14:01:39
4447,20061,3,3,3,2020-04-29T23:14:40
4448,20032,3,3,3,2020-04-29T23:41:24
4449,21936,1,1,1,2020-04-30T03:03:12
4450,21936,3,3,3,2020-04-30T03:10:57
4451,21935,1,0,0,2020-04-30T07:38:30
4452,21032,0,3,0,2020-04-30T07:53:34
4453,20031,3,3,3,2020-04-30T08:08:01
4454,21045,3,3,3,2020-04-30T09:17:32
4455,21934,3,3,3,2020-04-30T15:34:46
4456,21933,3,3,3,2020-04-30T16:30:07
4457,21932,0,0,0,2020-04-30T17:13:35
4458,21931,3,3,3,2020-04-30T19:02:11
4459,21930,3,3,3,2020-04-30T22:45:02
4460,21003,3,3,3,2020-05-01T01:49:09
4461,21929,3,3,3,2020-05-01T08:07:40
4462,21928,3,3,3,2020-05-01T11:43:46
4463,21927,3,3,3,2020-05-01T19:28:37
4464,21062,3,3,3,2020-05-01T23:52:01
4465,21061,1,1,1,2020-05-02T01:24:16
4466,20036,3,3,3,2020-05-02T08:58:57
4467,21926,0,0,0,2020-05-02T10:34:58
4468,21000,3,3,3,2020-05-02T14:11:30
4469,20001,3,3,3,2020-05-02T17:06:42
4470,21060,3,3,3,2020-05-02T21:15:33
4471,21925,0,0,0,2020-05-02T21:50:10
4472,20022,3,1,0,2020-05-03T10:47:08
4473,21032,3,3,3,2020-05-03T17:20:42
4474,21054,3,3,3,2020-05-03T18:27:50
4475,21061,3,3,3,2020-05-03T19:17:14
4476,21924,3,3,3,2020-05-03T20:49:01
4477,20015,3,3,3,2020-05-03T22:57:38
4478,20022,3,3,3,2020-05-03T23:32:25
4479,20038,3,3,3,2020-05-04T03:31:02
4480,21923,3,3,3,2020-05-04T04:13:18
4481,21043,0,3,3,2020-05-04T04:31:09
4482,21043,3,3,3,2020-05-04T05:16:26
4483,21041,3,3,3,2020-05-04T07:39:34
4484,20008,3,3,3,2020-05-04T07:46:20
4485,20004,3,3,1,2020-05-04T13:33:01
4486,20004,3,3,3,2020-05-04T14:23:29
4487,20100,3,3,3,2020-05-04T16:33:24
4488,20977,3,3,3,2020-05-04T20:34:22
4489,21922,3,3,3,2020-05-04T22:07:16
4490,21921,1,1,1,2020-05-04T22:07:46
4491,21044,3,3,3,2020-05-04T22:15:32
4492,20998,3,3,3,2020-05-04T22:57:29
4493,21055,3,3,3,2020-05-05T07:17:24
4494,21018,3,3,3,2020-05-05T10:47:39
4495,21920,3,3,3,2020-05-05T13:23:05
4496,20028,3,1,3,2020-05-05T18:00:45
4497,20028,3,3,3,2020-05-05T18:59:54
4498,21919,3,3,3,2020-05-05T20:12:42
4499,20997,3,3,3,2020-05-05T21:29:45
4500,21918,3,3,3,2020-05-05T21:57:38
4501,21917,3,3,3,2020-05-05T23:07:04
4502,21916,3,3,3,2020-05-06T00:21:21
4503,20992,3,3,3,2020-05-06T11:17:59
4504,20037,3,3,3,2020-05-06T13:42:23
4505,21027,3,3,3,2020-05-06T14:59:04
4506,21011,3,3,1,2020-05-06T15:43:31
4507,21011,3,3,3,2020-05-06T15:46:38
4508,21915,3,3,3,2020-05-06T15:50:55
4509,21914,3,3,3,2020-05-06T16:00:16
4510,21913,0,0,0,2020-05-06T16:39:04
4511,21912,3,3,3,2020-05-06T16:55:36
4512,21031,0,3,3,2020-05-06T17:54:15
4513,21031,3,3,3,2020-05-06T18:12:25
4514,20034,3,3,3,2020-05-06T19:14:00
4515,20040,3,3,3,2020-05-06T22:29:00
4516,21911,0,0,0,2020-05-06T23:49:53
4517,20012,3,3,3,2020-05-07T02:12:38
4518,20010,3,3,3,2020-05-07T10:46:12
4519,21910,3,3,3,2020-05-07T12:33:21
4520,20037,3,3,3,2020-05-07T13:03:12
4521,20022,3,3,3,2020-05-07T13:04:30
4522,21909,3,3,3,2020-05-07T13:08:12
4523,21908,1,1,1,2020-05-07T13:12:24
4524,21907,3,3,3,2020-05-07T13:46:30
4525,21906,3,3,3,2020-05-07T15:49:57
4526,21905,3,3,3,2020-05-07T15:50:11
4527,21904,3,3,3,2020-05-07T16:15:58
4528,21024,3,3,3,2020-05-07T16:20:10
4529,21903,3,3,3,2020-05-07T16:37:59
4530,21020,3,3,0,2020-05-07T16:41:38
4531,21902,3,3,3,2020-05-07T16:52:07
4532,21901,1,1,1,2020-05-07T18:36:30
4533,21050,3,3,3,2020-05-07T18:43:20
4534,21900,3,3,3,2020-05-07T18:48:22
4535,21899,3,3,3,2020-05-07T19:01:26
4536,21014,3,3,3,2020-05-07T19:34:58
4537,20013,3,3,3,2020-05-07T19:48:38
4538,21898,3,3,3,2020-05-07T20:31:17
4539,21897,1,1,3,2020-05-07T20:54:09
4540,21896,3,3,3,2020-05-07T21:09:58
4541,21895,3,3,3,2020-05-07T22:05:07
4542,21894,1,0,0,2020-05-07T22:38:40
4543,21893,3,3,3,2020-05-08T01:42:38
4544,20023,0,3,3,2020-05-08T01:43:34
4545,21020,3,3,0,2020-05-08T02:20:34
4546,20023,3,3,3,2020-05-08T02:23:37
4547,21020,3,3,3,2020-05-08T03:28:52
4548,21892,3,3,3,2020-05-08T04:55:49
4549,21038,1,1,1,2020-05-08T08:28:45
4550,21038,3,3,3,2020-05-08T08:43:17
4551,21891,1,1,1,2020-05-08T08:47:03
4552,21890,0,0,3,2020-05-08T09:47:41
4553,21889,3,0,0,2020-05-08T11:20:26
4554,21053,3,3,3,2020-05-08T12:38:03
4555,21033,3,3,3,2020-05-08T12:58:39
4556,21888,3,3,1,2020-05-08T13:10:57
4557,21888,3,3,3,2020-05-08T13:28:51
4558,21887,3,3,3,2020-05-08T13:36:31
4559,20994,3,3,3,2020-05-08T16:12:09
4560,20030,3,3,3,2020-05-08T16:52:52
4561,21885,3,3,1,2020-05-08T17:09:47
4562,20016,3,3,3,2020-05-08T17:58:35
4563,21037,3,3,3,2020-05-08T18:00:32
4564,21886,3,3,3,2020-05-08T18:00:34
4565,21885,3,3,3,2020-05-08T18:08:56
4566,21884,3,1,0,2020-05-08T18:34:39
4567,21883,3,3,3,2020-05-08T21:43:25
4568,21848,3,3,3,2020-05-08T21:47:07
4569,21023,3,1,3,2020-05-08T22:15:34
4570,21023,3,3,3,2020-05-08T23:24:46
4571,21882,3,3,3,2020-05-09T02:55:11
4572,21881,3,1,0,2020-05-09T03:48:45
4573,21880,3,3,3,2020-05-09T04:07:16
4574,21879,3,3,3,2020-05-09T04:15:30
4575,20077,3,3,3,2020-05-09T04:24:13
4576,21009,3,3,3,2020-05-09T06:51:46
4577,21878,3,3,3,2020-05-09T06:58:34
4578,21877,3,3,3,2020-05-09T07:09:46
4579,21876,0,0,0,2020-05-09T11:18:40
4580,21875,3,0,0,2020-05-09T13:20:23
4581,21049,3,3,3,2020-05-09T13:23:06
4582,21015,3,3,3,2020-05-09T13:48:22
4583,20991,3,3,3,2020-05-09T13:49:09
4584,20007,3,3,3,2020-05-09T13:49:53
4585,21019,3,3,3,2020-05-09T14:21:27
4586,21874,3,3,3,2020-05-09T14:21:42
4587,20965,3,3,3,2020-05-09T14:36:49
4588,21873,0,0,0,2020-05-09T15:03:31
4589,21872,3,3,3,2020-05-09T16:00:06
4590,21008,3,3,3,2020-05-09T18:34:30
4591,20035,3,3,3,2020-05-09T19:12:39
4592,21871,3,3,1,2020-05-09T20:31:20
4593,21871,3,3,3,2020-05-09T21:24:17
4594,21870,3,3,3,2020-05-09T21:54:25
4595,20029,3,3,3,2020-05-09T23:02:01
4596,21006,3,3,3,2020-05-10T01:24:38
4597,21869,3,3,3,2020-05-10T01:57:18
4598,21048,3,3,3,2020-05-10T03:30:18
4599,20024,3,3,3,2020-05-10T06:32:23
4600,21868,3,3,3,2020-05-10T06:44:48
4601,21867,3,3,3,2020-05-10T09:31:11
4602,21866,3,3,3,2020-05-10T09:42:12
4603,21046,3,3,3,2020-05-10T10:17:48
4604,21010,0,3,3,2020-05-10T11:37:44
4605,21865,3,3,3,2020-05-10T11:53:49
4606,21010,3,3,3,2020-05-10T12:16:22
4607,21864,1,1,0,2020-05-10T14:16:55
4608,21863,3,3,3,2020-05-10T14:27:21
4609,20990,3,3,3,2020-05-10T14:34:47
4610,21007,3,3,3,2020-05-10T15:33:54
4611,20009,3,3,3,2020-05-10T15:43:29
4612,21862,3,3,3,2020-05-10T18:36:30
4613,21861,3,0,0,2020-05-10T18:48:39
4614,20975,3,3,3,2020-05-10T21:45:48
4615,20039,3,3,3,2020-05-10T22:07:40
4616,21860,0,0,0,2020-05-11T01:24:40
4617,21859,3,3,3,2020-05-11T01:44:39
4618,21858,0,0,0,2020-05-11T03:29:23
4619,21857,1,0,0,2020-05-11T08:45:14
4620,21856,1,1,1,2020-05-11T09:03:09
4621,21848,3,3,3,2020-05-11T09:13:45
4622,21855,3,1,0,2020-05-11T13:29:39
4623,21848,3,3,3,2020-05-11T14:05:46
4624,21854,3,3,3,2020-05-11T14:39:53
