id,last_step,country,gender,age,created_at
299180,unlocked_challenges,Peru,not_answer,18-20,2022-01-02T19:08:16.936
299181,submitted_program_schedule,South Africa,man,18-20,2022-01-02T19:08:37.399
299182,completed_profile,Ghana,man,31-35,2022-01-02T19:09:52.1
299183,completed_profile,Pakistan,man,21-25,2022-01-02T19:10:54.438
299184,completed_profile,Pakistan,woman,21-25,2022-01-02T19:12:28.229
299185,completed_profile,Burundi,man,21-25,2022-01-02T19:12:57.15
299186,no_financial_support,Libya,man,41-45,2022-01-02T19:14:34.206
299187,completed_profile,Romania,woman,31-35,2022-01-02T19:15:21.847
299188,submitted_programming_experience,Pakistan,woman,21-25,2022-01-02T19:22:41.556
299189,unlocked_challenges,Angola,man,21-25,2022-01-02T19:23:10.474
299190,completed_profile,Romania,man,26-30,2022-01-02T19:23:12.942
299191,completed_profile,South Africa,man,18-20,2022-01-02T19:23:47.736
299192,completed_profile,Somalia,man,21-25,2022-01-02T19:25:21.307
299193,completed_profile,Peru,man,21-25,2022-01-02T19:26:12.13
299194,unlocked_challenges,Pakistan,man,18-20,2022-01-02T19:26:53.581
299195,completed_challenges,India,man,21-25,2022-01-02T19:28:28.564
299196,unlocked_challenges,Madagascar,man,18-20,2022-01-02T19:29:33.253
299197,completed_profile,Somalia,not_answer,21-25,2022-01-02T19:29:46.571
299198,signed_up,,,,2022-01-02T19:30:23.903
299199,signed_up,,,,2022-01-02T19:33:14.772
299200,completed_profile,Ghana,man,21-25,2022-01-02T19:33:21.784
299201,completed_profile,India,man,18-20,2022-01-02T19:33:28.885
299202,completed_profile,Ghana,man,21-25,2022-01-02T19:34:03.269
299203,completed_profile,Pakistan,man,21-25,2022-01-02T19:35:57.544
299204,unlocked_challenges,Venezuela,woman,26-30,2022-01-02T19:36:06.4
299205,no_time_commitment,Algeria,man,21-25,2022-01-02T19:36:15.292
299206,completed_challenges,Pakistan,man,21-25,2022-01-02T19:36:58.504
299207,completed_challenges,Tanzania,not_answer,18-20,2022-01-02T19:37:15.26
299208,submitted_equipment,Romania,man,21-25,2022-01-02T19:38:57.725
299209,completed_profile,South Africa,woman,18-20,2022-01-02T19:39:33.372
299210,completed_profile,Mexico,man,31-35,2022-01-02T19:40:08.687
299211,completed_profile,Pakistan,man,26-30,2022-01-02T19:43:05.084
299212,completed_profile,Sierra Leone,man,26-30,2022-01-02T19:43:16.403
299213,signed_up,,,,2022-01-02T19:45:11.185
299214,completed_profile,Nicaragua,woman,18-20,2022-01-02T19:46:00.564
299215,submitted_programming_experience,South Africa,man,18-20,2022-01-02T19:46:41.772
299216,completed_profile,Argentina,man,over_50,2022-01-02T19:46:45.658
299217,completed_profile,Sierra Leone,man,18-20,2022-01-02T19:47:21.787
299218,completed_profile,Macedonia,man,26-30,2022-01-02T19:47:44.75
299219,completed_challenges,Venezuela,man,21-25,2022-01-02T19:47:47.247
299220,unlocked_challenges,Pakistan,man,21-25,2022-01-02T19:48:42.578
299221,completed_profile,Pakistan,man,21-25,2022-01-02T19:49:01.501
299222,completed_profile,Ecuador,man,41-45,2022-01-02T19:49:06.8
299223,completed_profile,Brazil,man,21-25,2022-01-02T19:49:53.996
299224,submitted_program_schedule,Ghana,man,26-30,2022-01-02T19:51:04.549
299225,completed_profile,Algeria,woman,18-20,2022-01-02T19:51:56.509
299226,unlocked_challenges,Belarus,man,18-20,2022-01-02T19:52:21.853
299227,submitted_program_schedule,Ghana,man,18-20,2022-01-02T19:53:23.342
299228,completed_profile,Tunisia,woman,36-40,2022-01-02T19:54:35.3
299229,signed_up,,,,2022-01-02T19:55:37.957
299230,completed_profile,Ghana,man,26-30,2022-01-02T19:58:26.839
299231,completed_profile,Brazil,man,21-25,2022-01-02T19:58:37.31
299232,completed_profile,Moldova,man,over_50,2022-01-02T19:58:55.888
299233,unlocked_challenges,Ghana,not_answer,18-20,2022-01-02T20:00:29.02
299234,completed_profile,India,man,18-20,2022-01-02T20:00:30.143
299235,submitted_equipment,Germany,man,26-30,2022-01-02T20:02:45.793
299236,completed_challenges,Pakistan,man,21-25,2022-01-02T20:06:53.927
299237,completed_profile,India,man,18-20,2022-01-02T20:09:05.149
299238,completed_profile,Ghana,man,26-30,2022-01-02T20:09:52.091
299239,submitted_equipment,Romania,man,21-25,2022-01-02T20:09:53.745
299240,submitted_programming_experience,Ghana,man,21-25,2022-01-02T20:10:51.513
299241,signed_up,,,,2022-01-02T20:11:02.056
299242,high_programming_experience,India,man,26-30,2022-01-02T20:12:12.644
299243,low_english_level,Chile,man,over_50,2022-01-02T20:13:22.177
299244,completed_profile,Burundi,man,31-35,2022-01-02T20:13:58.629
299245,completed_profile,Romania,man,41-45,2022-01-02T20:14:02.759
299246,submitted_personal_info,Liberia,man,26-30,2022-01-02T20:14:52.429
299247,completed_profile,Pakistan,man,26-30,2022-01-02T20:15:32.152
299248,challenges_results_passed,Ukraine,man,26-30,2022-01-02T20:18:34.143
299249,completed_profile,Pakistan,man,26-30,2022-01-02T20:20:32.558
299250,completed_profile,Nigeria,man,31-35,2022-01-02T20:22:27.761
299251,completed_profile,Ecuador,man,41-45,2022-01-02T20:23:51.564
299252,completed_profile,Sierra Leone,man,21-25,2022-01-02T20:24:32.668
299253,completed_profile,Venezuela,man,over_50,2022-01-02T20:30:23.804
299254,completed_profile,Zambia,man,26-30,2022-01-02T20:31:16.181
299255,signed_up,,,,2022-01-02T20:31:32.037
299256,no_financial_support,Ukraine,man,21-25,2022-01-02T20:32:19.14
299257,completed_profile,Somalia,man,31-35,2022-01-02T20:33:31.746
299258,unlocked_challenges,India,man,36-40,2022-01-02T20:33:40.046
299259,completed_profile,Portugal,man,26-30,2022-01-02T20:33:46.661
299260,unlocked_challenges,Benin,man,18-20,2022-01-02T20:36:34.883
299261,completed_profile,Pakistan,man,18-20,2022-01-02T20:37:38.938
299262,completed_profile,Colombia,man,26-30,2022-01-02T20:38:09.983
299263,unlocked_challenges,Tanzania,man,21-25,2022-01-02T20:40:22.861
299264,submitted_equipment,Venezuela,man,36-40,2022-01-02T20:40:32.759
299265,completed_challenges,Somalia,man,31-35,2022-01-02T20:41:42.608
299266,completed_profile,Colombia,man,21-25,2022-01-02T20:42:18.472
299267,completed_challenges,Ghana,man,21-25,2022-01-02T20:42:51.666
299268,no_financial_support,Zambia,man,21-25,2022-01-02T20:45:31.939
299269,submitted_equipment,Venezuela,man,21-25,2022-01-02T20:47:59.249
299270,unlocked_challenges,United Kingdom,man,36-40,2022-01-02T20:48:01.529
299271,unlocked_challenges,Uganda,man,26-30,2022-01-02T20:48:10.45
299272,completed_profile,Pakistan,woman,26-30,2022-01-02T20:50:11.994
299273,completed_profile,Uzbekistan,man,18-20,2022-01-02T20:56:50.566
299274,completed_profile,Malawi,man,21-25,2022-01-02T20:56:56.383
299275,challenges_results_practice,South Africa,man,31-35,2022-01-02T20:56:58.781
299276,submitted_equipment,Pakistan,woman,21-25,2022-01-02T20:57:07.066
299277,completed_challenges,Pakistan,man,26-30,2022-01-02T20:57:23.442
299278,completed_profile,Pakistan,man,31-35,2022-01-02T20:57:46.145
299279,submitted_equipment,Greece,man,18-20,2022-01-02T20:58:24.787
299280,completed_profile,Nigeria,man,26-30,2022-01-02T20:58:32.87
299281,completed_profile,India,man,21-25,2022-01-02T20:58:39.888
299282,completed_profile,Turkey,man,21-25,2022-01-02T20:58:49.381
299283,completed_profile,United States,man,31-35,2022-01-02T20:59:07.52
299284,completed_profile,Serbia,not_answer,46-50,2022-01-02T21:00:15.105
299285,completed_profile,Somalia,man,18-20,2022-01-02T21:00:17.609
299286,completed_profile,Georgia,man,26-30,2022-01-02T21:00:47.2
299287,completed_profile,India,man,21-25,2022-01-02T21:01:03.32
299288,completed_profile,Pakistan,man,21-25,2022-01-02T21:02:15.344
299289,completed_profile,Ghana,man,18-20,2022-01-02T21:02:47.665
299290,no_financial_support,Honduras,man,41-45,2022-01-02T21:02:51.401
299291,submitted_program_schedule,Argentina,woman,26-30,2022-01-02T21:04:42.795
299292,submitted_equipment,Ghana,man,21-25,2022-01-02T21:05:41.849
299293,completed_profile,Sierra Leone,man,26-30,2022-01-02T21:06:57.717
299294,low_english_level,Macedonia,man,36-40,2022-01-02T21:08:15.479
299295,completed_profile,Somalia,man,26-30,2022-01-02T21:09:25.883
299296,completed_profile,Argentina,woman,46-50,2022-01-02T21:10:12.103
299297,completed_profile,South Africa,man,26-30,2022-01-02T21:11:46.755
299298,submitted_financial_support,Kosovo,man,18-20,2022-01-02T21:13:29.167
299299,unlocked_challenges,Nigeria,man,31-35,2022-01-02T21:13:38.84
299300,submitted_equipment,South Africa,man,26-30,2022-01-02T21:13:48.785
299301,completed_profile,Ghana,man,31-35,2022-01-02T21:16:55.24
299302,unlocked_challenges,Cameroon,man,21-25,2022-01-02T21:17:09.702
299303,completed_profile,Ghana,man,18-20,2022-01-02T21:18:37.465
299304,completed_profile,Ireland,man,26-30,2022-01-02T21:18:49.986
299305,no_financial_support,Brazil,man,46-50,2022-01-02T21:19:07.391
299306,completed_profile,Somalia,man,21-25,2022-01-02T21:19:14.787
299307,completed_profile,Algeria,man,26-30,2022-01-02T21:20:38.084
299308,completed_profile,Ecuador,man,41-45,2022-01-02T21:21:29.499
299309,completed_profile,Tunisia,man,18-20,2022-01-02T21:22:36.912
299310,unlocked_challenges,Pakistan,man,21-25,2022-01-02T21:22:59.731
299311,completed_profile,Ghana,man,21-25,2022-01-02T21:24:02.34
299312,completed_profile,South Africa,woman,41-45,2022-01-02T21:24:08.166
299313,no_time_commitment,Ghana,woman,21-25,2022-01-02T21:24:11.871
299314,signed_up,,,,2022-01-02T21:25:00.093
299315,unlocked_challenges,Ghana,man,26-30,2022-01-02T21:25:57.633
299316,low_english_level,Venezuela,man,31-35,2022-01-02T21:26:19.716
299317,completed_profile,United Kingdom,man,31-35,2022-01-02T21:30:43.983
299318,completed_profile,Libya,woman,18-20,2022-01-02T21:33:14.643
299319,submitted_program_schedule,United Kingdom,man,31-35,2022-01-02T21:35:27.991
299320,completed_profile,Ghana,man,31-35,2022-01-02T21:36:08.155
299321,completed_profile,Slovenia,man,21-25,2022-01-02T21:36:33.074
299322,unlocked_challenges,Pakistan,man,18-20,2022-01-02T21:37:18.713
299323,completed_profile,Argentina,man,41-45,2022-01-02T21:38:04.845
299324,completed_profile,Serbia,man,36-40,2022-01-02T21:38:23.419
299325,submitted_program_schedule,South Africa,man,26-30,2022-01-02T21:38:27.431
299326,completed_profile,Italy,man,46-50,2022-01-02T21:38:43.685
299327,completed_profile,Romania,man,31-35,2022-01-02T21:39:22.409
299328,completed_profile,Mexico,man,31-35,2022-01-02T21:41:56.872
299329,completed_profile,Netherlands,man,18-20,2022-01-02T21:42:11.361
299330,unlocked_challenges,Zambia,man,21-25,2022-01-02T21:42:58.205
299331,completed_profile,Serbia,man,26-30,2022-01-02T21:44:30.773
299332,challenges_results_practice,Guatemala,man,21-25,2022-01-02T21:47:04.05
299333,completed_profile,Ghana,man,31-35,2022-01-02T21:48:55.342
299334,submitted_program_schedule,Guatemala,man,31-35,2022-01-02T21:49:13.078
299335,completed_profile,Bolivia,man,18-20,2022-01-02T21:50:27.631
299336,completed_challenges,Tunisia,man,21-25,2022-01-02T21:50:39.07
299337,unlocked_challenges,Ghana,man,21-25,2022-01-02T21:51:30.239
299338,submitted_equipment,Ecuador,man,31-35,2022-01-02T21:52:49.102
299339,completed_challenges,Pakistan,man,21-25,2022-01-02T21:53:22.631
299340,completed_profile,Zambia,man,21-25,2022-01-02T21:53:24.554
299341,submitted_programming_experience,United Kingdom,woman,36-40,2022-01-02T21:54:09.71
299342,challenges_results_practice,Colombia,man,26-30,2022-01-02T21:55:07.033
299343,completed_profile,Venezuela,man,over_50,2022-01-02T21:55:18.925
299344,completed_profile,Tunisia,not_answer,36-40,2022-01-02T21:58:51.064
299345,unlocked_challenges,Ghana,man,21-25,2022-01-02T21:59:26.026
299346,no_financial_support,Venezuela,man,over_50,2022-01-02T21:59:56.628
299347,challenges_results_passed,Belarus,man,21-25,2022-01-02T22:01:53.178
299348,submitted_programming_experience,Ghana,woman,18-20,2022-01-02T22:02:19.337
299349,completed_profile,Namibia,man,18-20,2022-01-02T22:02:48.013
299350,completed_profile,Ghana,woman,26-30,2022-01-02T22:03:02.072
299351,completed_profile,Greece,man,41-45,2022-01-02T22:08:07.44
299352,signed_up,,,,2022-01-02T22:11:38.196
299353,completed_profile,Finland,man,31-35,2022-01-02T22:12:09.668
299354,no_financial_support,Ghana,man,36-40,2022-01-02T22:13:41.159
299355,challenges_results_passed,Libya,man,26-30,2022-01-02T22:14:44.669
299356,submitted_equipment,Ecuador,man,21-25,2022-01-02T22:16:18.405
299357,completed_challenges,Albania,man,18-20,2022-01-02T22:17:19.603
299358,submitted_equipment,India,woman,26-30,2022-01-02T22:19:29.775
299359,unlocked_challenges,France,man,31-35,2022-01-02T22:21:33.736
299360,completed_profile,Chile,man,18-20,2022-01-02T22:22:07.889
299361,unlocked_challenges,Kazakhstan,man,21-25,2022-01-02T22:22:44.752
299362,completed_profile,Ghana,man,21-25,2022-01-02T22:23:25.955
299363,low_english_level,Romania,man,18-20,2022-01-02T22:23:41.082
299364,unlocked_challenges,United States,man,21-25,2022-01-02T22:24:09.181
299365,unlocked_challenges,Pakistan,man,21-25,2022-01-02T22:24:15.323
299366,completed_challenges,Albania,man,26-30,2022-01-02T22:25:03.611
299367,completed_challenges,Bosnia and Herzegovina,man,41-45,2022-01-02T22:25:59.886
299368,signed_up,,,,2022-01-02T22:26:41.271
299369,completed_profile,Hungary,man,18-20,2022-01-02T22:27:25.996
299370,completed_profile,Germany,man,26-30,2022-01-02T22:27:43.494
299371,completed_profile,Ghana,man,31-35,2022-01-02T22:28:19.84
299372,completed_challenges,Ecuador,man,31-35,2022-01-02T22:28:23.91
299373,completed_challenges,Peru,man,31-35,2022-01-02T22:29:19.813
299374,completed_profile,Ukraine,man,21-25,2022-01-02T22:29:27.13
299375,completed_profile,Ghana,man,21-25,2022-01-02T22:34:49.46
299376,completed_profile,Tunisia,woman,26-30,2022-01-02T22:35:37.496
299377,submitted_english_level,Honduras,man,26-30,2022-01-02T22:35:55.534
299378,completed_challenges,Ghana,man,18-20,2022-01-02T22:37:49.249
299379,unlocked_challenges,Tunisia,man,18-20,2022-01-02T22:37:53.621
299380,completed_profile,Venezuela,woman,36-40,2022-01-02T22:38:08.926
299381,completed_profile,Ghana,man,21-25,2022-01-02T22:38:43.29
299382,completed_profile,Nigeria,man,36-40,2022-01-02T22:40:28.926
299383,signed_up,,,,2022-01-02T22:41:20.227
299384,completed_profile,Macedonia,woman,18-20,2022-01-02T22:41:40.814
299385,completed_profile,Albania,man,21-25,2022-01-02T22:44:22.083
299386,completed_profile,Sierra Leone,man,21-25,2022-01-02T22:48:36.038
299387,completed_challenges,Ukraine,man,26-30,2022-01-02T22:48:39.086
299388,completed_profile,Colombia,woman,31-35,2022-01-02T22:53:25.394
299389,completed_profile,Ghana,man,21-25,2022-01-02T22:55:20.67
299390,completed_profile,Mexico,man,21-25,2022-01-02T22:56:04.741
299391,completed_profile,Sweden,man,26-30,2022-01-02T22:57:07.607
299392,completed_profile,Nigeria,woman,26-30,2022-01-02T23:05:33.876
299393,completed_profile,Mexico,man,36-40,2022-01-02T23:06:02.069
299394,completed_profile,Pakistan,man,41-45,2022-01-02T23:08:47.18
299395,submitted_program_schedule,United Kingdom,man,18-20,2022-01-02T23:09:17.984
299396,completed_challenges,Venezuela,woman,41-45,2022-01-02T23:11:50.259
299397,completed_profile,Nigeria,man,26-30,2022-01-02T23:12:23.265
299398,submitted_english_level,Ghana,woman,36-40,2022-01-02T23:13:56.25
299399,completed_challenges,Brazil,man,over_50,2022-01-02T23:17:59.637
299400,submitted_equipment,Egypt,man,26-30,2022-01-02T23:19:06.088
299401,completed_profile,India,man,21-25,2022-01-02T23:23:31.9
299402,challenges_results_passed,Zambia,man,21-25,2022-01-02T23:23:48.749
299403,completed_profile,Cyprus,man,21-25,2022-01-02T23:24:43.042
299404,completed_profile,India,man,31-35,2022-01-02T23:24:58.412
299405,completed_profile,United States,man,31-35,2022-01-02T23:27:37.398
299406,low_english_level,Peru,man,31-35,2022-01-02T23:27:40.541
299407,completed_profile,Georgia,man,26-30,2022-01-02T23:29:54.826
299408,completed_challenges,Bolivia,man,18-20,2022-01-02T23:30:30.325
299409,completed_profile,Mexico,man,46-50,2022-01-02T23:31:03.06
299410,unlocked_challenges,Poland,man,18-20,2022-01-02T23:31:24.471
299411,completed_profile,Romania,man,21-25,2022-01-02T23:32:25.487
299412,low_english_level,Argentina,man,36-40,2022-01-02T23:34:29.407
299413,unlocked_challenges,Ireland,man,18-20,2022-01-02T23:38:33.669
299414,completed_profile,Brazil,man,41-45,2022-01-02T23:39:09.025
299415,completed_profile,Ghana,man,36-40,2022-01-02T23:39:11.27
299416,submitted_program_schedule,Argentina,man,over_50,2022-01-02T23:40:29.759
299417,unlocked_challenges,Peru,man,31-35,2022-01-02T23:40:41.25
299418,unlocked_challenges,Bangladesh,man,no-answer,2022-01-02T23:41:09.457
299419,completed_profile,Tunisia,man,21-25,2022-01-02T23:41:11.635
299420,completed_profile,Bulgaria,man,26-30,2022-01-02T23:42:02.805
299421,submitted_equipment,Portugal,woman,18-20,2022-01-02T23:46:46.757
299422,completed_profile,Germany,man,41-45,2022-01-02T23:47:09.94
299423,submitted_equipment,Brazil,man,36-40,2022-01-02T23:47:23.871
299424,completed_profile,France,woman,21-25,2022-01-02T23:48:18.124
299425,unlocked_challenges,Guatemala,man,21-25,2022-01-02T23:49:05.883
299426,completed_profile,South Sudan,man,26-30,2022-01-02T23:51:09.474
299427,completed_challenges,Nigeria,man,26-30,2022-01-02T23:51:26.625
299428,completed_profile,India,man,21-25,2022-01-02T23:51:46.869
299429,unlocked_challenges,Cote d Ivoire,man,21-25,2022-01-02T23:52:25.682
299430,submitted_english_level,Venezuela,man,over_50,2022-01-02T23:52:27.594
299431,completed_profile,Ghana,man,31-35,2022-01-03T00:03:43.222
299432,completed_profile,Namibia,man,21-25,2022-01-03T00:03:45.338
299433,low_english_level,Mexico,man,21-25,2022-01-03T00:09:06.629
299434,completed_profile,Peru,man,over_50,2022-01-03T00:09:17.796
299435,completed_profile,Sierra Leone,man,21-25,2022-01-03T00:11:17.393
299436,completed_profile,Bulgaria,man,46-50,2022-01-03T00:11:26.108
299437,submitted_personal_info,Ghana,man,36-40,2022-01-03T00:17:04.816
299438,submitted_english_level,Slovakia,man,18-20,2022-01-03T00:18:04.714
299439,completed_profile,Brazil,man,41-45,2022-01-03T00:19:00.446
299440,unlocked_challenges,Pakistan,man,26-30,2022-01-03T00:19:52.113
299441,completed_profile,Ghana,man,26-30,2022-01-03T00:20:12.974
299442,submitted_equipment,Poland,man,18-20,2022-01-03T00:22:32.643
299443,completed_profile,United Kingdom,man,18-20,2022-01-03T00:25:28.689
299444,completed_profile,Tunisia,man,41-45,2022-01-03T00:26:09.811
299445,submitted_personal_info,Sweden,man,26-30,2022-01-03T00:31:41.344
299446,completed_profile,Zambia,man,18-20,2022-01-03T00:32:11.194
299447,completed_profile,Ireland,man,31-35,2022-01-03T00:32:35.001
299448,completed_profile,United States,man,31-35,2022-01-03T00:33:54.956
299449,completed_profile,Poland,man,21-25,2022-01-03T00:34:00.785
299450,challenges_results_practice,Pakistan,man,21-25,2022-01-03T00:35:18.781
299451,unlocked_challenges,Nigeria,man,21-25,2022-01-03T00:35:51.509
299452,completed_challenges,Honduras,man,18-20,2022-01-03T00:37:24.483
299453,signed_up,,,,2022-01-03T00:39:35.588
299454,submitted_equipment,Ecuador,man,18-20,2022-01-03T00:42:25.862
299455,low_english_level,Peru,man,31-35,2022-01-03T00:42:31.825
299456,completed_profile,Venezuela,woman,over_50,2022-01-03T00:42:52.605
299457,signed_up,,,,2022-01-03T00:44:03.484
299458,completed_challenges,Italy,man,31-35,2022-01-03T00:46:39.83
299459,completed_challenges,Ghana,woman,21-25,2022-01-03T00:50:35.127
299460,completed_profile,Guinea,man,31-35,2022-01-03T00:51:37.048
299461,unlocked_challenges,Ghana,man,21-25,2022-01-03T00:53:38.307
299462,completed_profile,South Africa,woman,26-30,2022-01-03T00:54:00.981
299463,completed_profile,Cyprus,man,21-25,2022-01-03T00:54:54.749
299464,completed_profile,Serbia,man,26-30,2022-01-03T00:58:00.58
299465,completed_profile,Colombia,woman,31-35,2022-01-03T00:58:34.46
299466,completed_profile,Jamaica,woman,21-25,2022-01-03T00:58:53.745
299467,completed_profile,India,man,21-25,2022-01-03T01:02:28.202
299468,low_english_level,Peru,man,21-25,2022-01-03T01:05:01.045
299469,completed_profile,Argentina,man,18-20,2022-01-03T01:06:15.116
299470,completed_profile,Romania,man,26-30,2022-01-03T01:06:44.303
299471,submitted_program_schedule,Zambia,man,21-25,2022-01-03T01:07:09.511
299472,low_english_level,Spain,woman,31-35,2022-01-03T01:08:21.949
299473,completed_challenges,Guinea,man,26-30,2022-01-03T01:08:42.358
299474,no_financial_support,United Kingdom,man,36-40,2022-01-03T01:09:15.435
299475,submitted_english_level,Pakistan,man,21-25,2022-01-03T01:10:50.922
299476,completed_profile,Peru,man,36-40,2022-01-03T01:10:52.983
299477,completed_profile,Greece,man,26-30,2022-01-03T01:16:56.76
299478,submitted_program_schedule,United Kingdom,man,41-45,2022-01-03T01:17:19.129
299479,completed_profile,Spain,not_answer,31-35,2022-01-03T01:26:33.754
299480,completed_profile,Pakistan,man,31-35,2022-01-03T01:28:01.051
299481,completed_profile,United Kingdom,man,18-20,2022-01-03T01:28:13.489
299482,submitted_equipment,India,man,46-50,2022-01-03T01:31:16.054
299483,completed_profile,Serbia,man,26-30,2022-01-03T01:34:10.189
299484,completed_profile,Burkina Faso,man,31-35,2022-01-03T01:37:03.06
299485,completed_profile,India,man,18-20,2022-01-03T01:38:40.954
299486,completed_profile,Italy,man,18-20,2022-01-03T01:40:28.998
299487,completed_profile,Argentina,man,over_50,2022-01-03T01:40:46.404
299488,completed_profile,Pakistan,man,26-30,2022-01-03T01:42:10.081
299489,submitted_equipment,Algeria,man,21-25,2022-01-03T01:43:15.171
299490,completed_profile,Ghana,man,26-30,2022-01-03T01:44:43.336
299491,completed_profile,Ecuador,man,41-45,2022-01-03T01:46:05.025
299492,submitted_equipment,South Africa,man,21-25,2022-01-03T01:48:58.168
299493,unlocked_challenges,Pakistan,man,26-30,2022-01-03T01:49:02.217
299494,submitted_equipment,Portugal,man,18-20,2022-01-03T01:49:54.888
299495,signed_up,,,,2022-01-03T01:51:16.652
299496,completed_profile,Brazil,man,26-30,2022-01-03T01:51:49.666
299497,completed_challenges,Venezuela,man,26-30,2022-01-03T01:52:39.96
299498,completed_profile,Sierra Leone,man,21-25,2022-01-03T01:52:41.975
299499,completed_profile,Ghana,man,18-20,2022-01-03T01:53:49.674
299500,completed_profile,United Kingdom,man,21-25,2022-01-03T01:55:34.627
299501,unlocked_challenges,Argentina,man,36-40,2022-01-03T01:55:48.364
299502,completed_profile,Somalia,man,31-35,2022-01-03T01:57:28.673
299503,completed_profile,Venezuela,woman,41-45,2022-01-03T01:57:40.676
299504,completed_profile,Bulgaria,man,18-20,2022-01-03T01:57:54.747
299505,completed_profile,Pakistan,man,26-30,2022-01-03T01:59:06.465
299506,completed_profile,India,man,21-25,2022-01-03T02:00:04.466
299507,submitted_equipment,Venezuela,man,over_50,2022-01-03T02:01:43.812
299508,no_time_commitment,Ghana,man,36-40,2022-01-03T02:02:41.513
299509,completed_profile,Colombia,man,46-50,2022-01-03T02:05:48.968
299510,completed_profile,Belgium,man,31-35,2022-01-03T02:06:06.883
299511,completed_profile,Peru,man,21-25,2022-01-03T02:08:11.833
299512,submitted_equipment,India,woman,26-30,2022-01-03T02:08:36.493
299513,submitted_financial_support,India,man,36-40,2022-01-03T02:08:58.954
299514,completed_profile,Colombia,man,18-20,2022-01-03T02:10:31.307
299515,completed_profile,Pakistan,man,26-30,2022-01-03T02:19:45.157
299516,completed_profile,Venezuela,man,21-25,2022-01-03T02:22:39.289
299517,completed_profile,Pakistan,man,21-25,2022-01-03T02:25:02.066
299518,submitted_personal_info,India,man,31-35,2022-01-03T02:27:20.182
299519,completed_challenges,Pakistan,woman,18-20,2022-01-03T02:30:50.41
299520,challenges_results_passed,Brazil,man,31-35,2022-01-03T02:37:15.515
299521,submitted_equipment,Mexico,man,over_50,2022-01-03T02:37:39.928
299522,submitted_equipment,Argentina,man,21-25,2022-01-03T02:48:42.746
299523,no_financial_support,Ecuador,not_answer,46-50,2022-01-03T02:49:16.459
299524,submitted_equipment,Somalia,man,26-30,2022-01-03T02:52:49.298
299525,unlocked_challenges,Madagascar,man,36-40,2022-01-03T02:54:05.659
299526,completed_profile,Venezuela,man,26-30,2022-01-03T02:54:44.678
299527,completed_profile,Venezuela,man,46-50,2022-01-03T02:55:42.258
299528,completed_profile,India,man,36-40,2022-01-03T02:59:20.794
299529,unlocked_challenges,Afghanistan,woman,21-25,2022-01-03T02:59:44.663
299530,unlocked_challenges,India,man,21-25,2022-01-03T03:01:27.159
299531,completed_profile,India,man,36-40,2022-01-03T03:02:08.051
299532,submitted_financial_support,Nigeria,not_answer,18-20,2022-01-03T03:07:15.28
299533,submitted_english_level,Venezuela,woman,21-25,2022-01-03T03:08:21.23
299534,completed_profile,Austria,man,26-30,2022-01-03T03:17:06.644
299535,completed_profile,Argentina,man,18-20,2022-01-03T03:18:23.242
299536,completed_profile,Venezuela,woman,41-45,2022-01-03T03:20:56.489
299537,completed_profile,India,woman,21-25,2022-01-03T03:20:59.288
299538,no_time_commitment,Bolivia,man,26-30,2022-01-03T03:22:41.387
299539,submitted_programming_experience,Ghana,man,21-25,2022-01-03T03:25:53.107
299540,submitted_equipment,Ecuador,man,over_50,2022-01-03T03:27:39.203
299541,submitted_program_schedule,Chile,man,46-50,2022-01-03T03:31:42.923
299542,completed_challenges,Venezuela,man,36-40,2022-01-03T03:32:07.708
299543,completed_profile,Ecuador,man,31-35,2022-01-03T03:32:58.61
299544,submitted_personal_info,Nicaragua,man,21-25,2022-01-03T03:39:45.722
299545,completed_profile,Norway,man,21-25,2022-01-03T03:42:35.547
299546,completed_profile,Venezuela,woman,36-40,2022-01-03T03:43:30.157
299547,completed_challenges,Ghana,man,26-30,2022-01-03T03:43:54.915
299548,high_programming_experience,Chile,man,41-45,2022-01-03T03:44:33.754
299549,unlocked_challenges,India,man,21-25,2022-01-03T03:44:43.213
299550,completed_profile,Pakistan,man,18-20,2022-01-03T03:44:58.424
299551,unlocked_challenges,India,man,36-40,2022-01-03T03:45:20.526
299552,submitted_equipment,India,man,36-40,2022-01-03T03:49:26.399
299553,completed_challenges,Colombia,man,over_50,2022-01-03T03:50:51.505
299554,completed_profile,Argentina,man,31-35,2022-01-03T03:54:02.018
299555,completed_profile,Guatemala,man,31-35,2022-01-03T03:55:28.025
299556,no_financial_support,India,man,21-25,2022-01-03T03:56:08.6
299557,completed_profile,United Kingdom,woman,18-20,2022-01-03T03:58:13.415
299558,submitted_english_level,Ghana,man,26-30,2022-01-03T03:59:22.509
299559,completed_challenges,Macedonia,man,36-40,2022-01-03T04:01:46.646
299560,completed_profile,India,man,31-35,2022-01-03T04:01:49.953
299561,signed_up,,,,2022-01-03T04:03:25.408
299562,completed_profile,United Kingdom,man,26-30,2022-01-03T04:05:17.235
299563,signed_up,,,,2022-01-03T04:05:34.007
299564,low_programming_experience,Pakistan,man,18-20,2022-01-03T04:06:38.212
299565,submitted_equipment,Other,man,41-45,2022-01-03T04:07:19.578
299566,unlocked_challenges,India,man,26-30,2022-01-03T04:08:28.769
299567,completed_challenges,India,man,18-20,2022-01-03T04:09:59.177
299568,submitted_personal_info,Guatemala,man,18-20,2022-01-03T04:10:45.279
